QC,Study ID,Reference,Collector,coral,plant,algae,fish,inverts,mobile inverts,sessile inverts,marine mammals,phytoplankton,zooplankton,mesh size,mesh size units,Descriptor of Taxa Sampled,Sys,Lat,Long,Loc,Event,Event type,A priori,Year of Event,Notes,Vis,Trwl,Line,Drdg,Trp,Source,Site,n1,n2,sub1,sub2,I1,I2,ind1_error,ind1_error_type,ind2_error,ind2_error_type,P1,P2,SiSz,SiSz (units),PltSz,PltSz (units),T1,T1m,T2,T2m,SppR1,SppR1 Error,SppR1 Error Type,SppR2,SppR2 Error,SppR2 Error Type,Shan1,Shan1 Error,Shan1 Error Type,Shan2,Shan2 Error,Shan2 Error Type,Simps1,Simps1 Error,Simps1 Error Type,Simps2,Simps2 Error,Simps2 Error Type,Even1,Even1 Error,Even1 Error Type,Even2,Even2 Error,Even2 Error Type
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,461.5885008,986.9201755,,,,,,,1,km^2,2860,cm^3,1993,January,1993,February,23.29069946,,,27.37494235,,,1.475862069,,,0.924137931,,,0.543709506,,,0.7550327,,,0.330488214,,,0.190287945,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,986.9201755,742.9376822,,,,,,,1,km^2,2860,cm^3,1993,February,1993,March,27.37494235,,,26.77724827,,,0.924137931,,,1.675862069,,,0.7550327,,,0.524755894,,,0.190287945,,,0.351492557,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,742.9376822,263.7648576,,,,,,,1,km^2,2860,cm^3,1993,March,1993,April,26.77724827,,,25.73128363,,,1.675862069,,,2.210344828,,,0.524755894,,,0.348465399,,,0.351492557,,,0.468756103,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,263.7648576,127.4863478,,,,,,,1,km^2,2860,cm^3,1993,April,1993,May,25.73128363,,,23.73897002,,,2.210344828,,,2.172413793,,,0.348465399,,,0.373788593,,,0.468756103,,,0.471932194,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,127.4863478,230.7942504,,,,,,,1,km^2,2860,cm^3,1993,May,1993,June,23.73897002,,,22.24473482,,,2.172413793,,,1.924137931,,,0.373788593,,,0.441098099,,,0.471932194,,,0.425760669,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,230.7942504,479.1728246,,,,,,,1,km^2,2860,cm^3,1993,June,1993,July,22.24473482,,,24.78493467,,,1.924137931,,,1.25862069,,,0.441098099,,,0.633221293,,,0.425760669,,,0.271679135,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,479.1728246,498.9551889,,,,,,,1,km^2,2860,cm^3,1993,July,1993,August,24.78493467,,,26.27916987,,,1.25862069,,,0.886206897,,,0.633221293,,,0.752123954,,,0.271679135,,,0.186186779,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,498.9551889,364.8747197,,,,,,,1,km^2,2860,cm^3,1993,August,1993,September,26.27916987,,,24.78493467,,,0.886206897,,,1.155172414,,,0.752123954,,,0.653847148,,,0.186186779,,,0.247185202,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,364.8747197,263.7648576,,,,,,,1,km^2,2860,cm^3,1993,September,1993,November,24.78493467,,,33.20522675,,,1.155172414,,,1.44137931,,,0.653847148,,,0.582011407,,,0.247185202,,,0.288171168,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,263.7648576,217.6060075,,,,,,,1,km^2,2860,cm^3,1993,November,1993,December,33.20522675,,,27.1867794,,,1.44137931,,,1.35862069,,,0.582011407,,,0.594120913,,,0.288171168,,,0.309843621,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,217.6060075,186.8334408,,,,,,,1,km^2,2860,cm^3,1993,December,1994,January,27.1867794,,,12.20983859,,,1.35862069,,,1.306896552,,,0.594120913,,,0.565437262,,,0.309843621,,,0.357721396,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,186.8334408,151.6647931,,,,,,,1,km^2,2860,cm^3,1994,January,1994,February,12.20983859,,,12.20983859,,,1.306896552,,,1.565517241,,,0.565437262,,,0.462339924,,,0.357721396,,,0.429496944,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,151.6647931,96.71378111,,,,,,,1,km^2,2860,cm^3,1994,February,1994,March,12.20983859,,,12.24442736,,,1.565517241,,,2.172413793,,,0.462339924,,,0.28604943,,,0.429496944,,,0.593780001,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,96.71378111,46.15885008,,,,,,,1,km^2,2860,cm^3,1994,March,1994,April,12.24442736,,,13.76633359,,,2.172413793,,,2.406896552,,,0.28604943,,,0.238152091,,,0.593780001,,,0.632407025,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,46.15885008,65.9412144,,,,,,,1,km^2,2860,cm^3,1994,April,1994,May,13.76633359,,,16.70637971,,,2.406896552,,,2.234482759,,,0.238152091,,,0.311530038,,,0.632407025,,,0.54927875,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,65.9412144,428.6178936,,,,,,,1,km^2,2860,cm^3,1994,May,1994,August,16.70637971,,,17.70945427,,,2.234482759,,,1.755172414,,,0.311530038,,,0.443872243,,,0.54927875,,,0.419274864,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,428.6178936,674.7984273,,,,,,,1,km^2,2860,cm^3,1994,August,1994,September,17.70945427,,,19.71560338,,,1.755172414,,,1.6,,,0.443872243,,,0.439140684,,,0.419274864,,,0.36998892,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,674.7984273,334.1021529,,,,,,,1,km^2,2860,cm^3,1994,September,1994,October,19.71560338,,,19.26594927,,,1.6,,,1.934482759,,,0.439140684,,,0.349243346,,,0.36998892,,,0.456396072,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,334.1021529,83.52553824,,,,,,,1,km^2,2860,cm^3,1994,October,1994,November,19.26594927,,,13.80092237,,,1.934482759,,,2.051724138,,,0.349243346,,,0.316959696,,,0.456396072,,,0.542058025,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,83.52553824,180.2393194,,,,,,,1,km^2,2860,cm^3,1994,November,1995,January,13.80092237,,,9.235203689,,,2.051724138,,,1.665517241,,,0.316959696,,,0.432453992,,,0.542058025,,,0.512224353,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,180.2393194,180.2393194,,,,,,,1,km^2,2860,cm^3,1995,January,1995,March,9.235203689,,,9.200614912,,,1.665517241,,,1.534482759,,,0.432453992,,,0.478190875,,,0.512224353,,,0.475329275,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,180.2393194,147.2687122,,,,,,,1,km^2,2860,cm^3,1995,March,1995,April,9.200614912,,,12.24442736,,,1.534482759,,,1.382758621,,,0.478190875,,,0.519114068,,,0.475329275,,,0.384450927,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,147.2687122,164.853036,,,,,,,1,km^2,2860,cm^3,1995,April,1995,May,12.24442736,,,14.25057648,,,1.382758621,,,1.486206897,,,0.519114068,,,0.522837262,,,0.384450927,,,0.380694094,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,164.853036,101.1098621,,,,,,,1,km^2,2860,cm^3,1995,May,1995,June,14.25057648,,,13.21291314,,,1.486206897,,,2.017241379,,,0.522837262,,,0.362160456,,,0.380694094,,,0.545758325,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,101.1098621,129.6843883,,,,,,,1,km^2,2860,cm^3,1995,June,1995,July,13.21291314,,,10.75710992,,,2.017241379,,,1.4,,,0.362160456,,,0.569863118,,,0.545758325,,,0.403990568,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,129.6843883,175.8432384,,,,,,,1,km^2,2860,cm^3,1995,July,1995,August,10.75710992,,,10.75710992,,,1.4,,,0.672413793,,,0.569863118,,,0.813593156,,,0.403990568,,,0.196722356,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,175.8432384,153.8628336,,,,,,,1,km^2,2860,cm^3,1995,August,1995,September,10.75710992,,,12.69408148,,,0.672413793,,,1.393103448,,,0.813593156,,,0.553309506,,,0.196722356,,,0.367182859,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,153.8628336,90.11965968,,,,,,,1,km^2,2860,cm^3,1995,September,1999,February,12.69408148,,,13.29167502,,,1.393103448,,,2.231752889,,,0.553309506,,,0.276276276,,,0.367182859,,,0.597204681,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,90.11965968,96.71378111,,,,,,,1,km^2,2860,cm^3,1999,February,1999,March,13.29167502,,,10.3200344,,,2.231752889,,,1.834881074,,,0.276276276,,,0.397597598,,,0.597204681,,,0.538622945,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,96.71378111,101.1098621,,,,,,,1,km^2,2860,cm^3,1999,March,1999,April,10.3200344,,,12.25631136,,,1.834881074,,,1.755559063,,,0.397597598,,,0.418018018,,,0.538622945,,,0.486210247,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,101.1098621,85.72357872,,,,,,,1,km^2,2860,cm^3,1999,April,1999,May,12.25631136,,,11.8077957,,,1.755559063,,,1.659000852,,,0.418018018,,,0.468468468,,,0.486210247,,,0.463868888,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,85.72357872,54.951012,,,,,,,1,km^2,2860,cm^3,1999,May,1999,June,11.8077957,,,11.28998865,,,1.659000852,,,1.814388408,,,0.468468468,,,0.448048048,,,0.463868888,,,0.511686737,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,54.951012,68.13925488,,,,,,,1,km^2,2860,cm^3,1999,June,1999,July,11.28998865,,,11.80925666,,,1.814388408,,,2.062988977,,,0.448048048,,,0.314714715,,,0.511686737,,,0.579552775,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,68.13925488,92.31770016,,,,,,,1,km^2,2860,cm^3,1999,July,1999,August,11.80925666,,,9.355923997,,,2.062988977,,,1.735137383,,,0.314714715,,,0.327927928,,,0.579552775,,,0.537161334,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,92.31770016,98.91182159,,,,,,,1,km^2,2860,cm^3,1999,August,1999,September,9.355923997,,,10.84280872,,,1.735137383,,,1.997535784,,,0.327927928,,,0.283483483,,,0.537161334,,,0.577270014,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,98.91182159,94.51574063,,,,,,,1,km^2,2860,cm^3,1999,September,1999,October,10.84280872,,,10.80916483,,,1.997535784,,,1.997628953,,,0.283483483,,,0.296696697,,,0.577270014,,,0.57728988,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,94.51574063,114.298105,,,,,,,1,km^2,2860,cm^3,1999,October,1999,November,10.80916483,,,11.84665732,,,1.997628953,,,2.025308914,,,0.296696697,,,0.303903904,,,0.57728988,,,0.56650991,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,114.298105,101.1098621,,,,,,,1,km^2,2860,cm^3,1999,November,1999,December,11.84665732,,,13.85205871,,,2.025308914,,,2.370551989,,,0.303903904,,,0.252252252,,,0.56650991,,,0.622810777,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,101.1098621,129.6843883,,,,,,,1,km^2,2860,cm^3,1999,December,2000,January,13.85205871,,,14.37128498,,,2.370551989,,,2.401696937,,,0.252252252,,,0.24984985,,,0.622810777,,,0.622828751,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,129.6843883,147.2687122,,,,,,,1,km^2,2860,cm^3,2000,January,2000,February,14.37128498,,,15.37421525,,,2.401696937,,,2.194654021,,,0.24984985,,,0.31951952,,,0.622828751,,,0.557306966,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,147.2687122,127.4863478,,,,,,,1,km^2,2860,cm^3,2000,February,2000,March,15.37421525,,,15.37484138,,,2.194654021,,,1.953098777,,,0.31951952,,,0.363963964,,,0.557306966,,,0.494098215,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,127.4863478,160.456955,,,,,,,1,km^2,2860,cm^3,2000,March,2000,April,15.37484138,,,13.85468844,,,1.953098777,,,1.777120949,,,0.363963964,,,0.366366366,,,0.494098215,,,0.467895176,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,160.456955,175.8432384,,,,,,,1,km^2,2860,cm^3,2000,April,2000,May,13.85468844,,,13.30236092,,,1.777120949,,,1.759929116,,,0.366366366,,,0.385585586,,,0.467895176,,,0.46868227,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,175.8432384,158.2589146,,,,,,,1,km^2,2860,cm^3,2000,May,2000,June,13.30236092,,,11.85145762,,,1.759929116,,,1.528742211,,,0.385585586,,,0.484084084,,,0.46868227,,,0.427834744,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,158.2589146,107.7039835,,,,,,,1,km^2,2860,cm^3,2000,June,2000,July,11.85145762,,,10.33142991,,,1.528742211,,,1.587496134,,,0.484084084,,,0.470870871,,,0.427834744,,,0.467172412,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,107.7039835,52.75297152,,,,,,,1,km^2,2860,cm^3,2000,July,2000,August,10.33142991,,,10.33309958,,,1.587496134,,,1.898306739,,,0.470870871,,,0.37957958,,,0.467172412,,,0.560501697,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,52.75297152,74.73337632,,,,,,,1,km^2,2860,cm^3,2000,August,2000,October,10.33309958,,,13.34093034,,,1.898306739,,,1.92947387,,,0.37957958,,,0.366366366,,,0.560501697,,,0.52428497,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,74.73337632,83.52553824,,,,,,,1,km^2,2860,cm^3,2000,October,2000,November,13.34093034,,,14.37867328,,,1.92947387,,,1.487734696,,,0.366366366,,,0.527327327,,,0.52428497,,,0.380895755,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,83.52553824,63.74317392,,,,,,,1,km^2,2860,cm^3,2000,November,2000,December,14.37867328,,,9.852192279,,,1.487734696,,,1.246241564,,,0.527327327,,,0.569369369,,,0.380895755,,,0.390946339,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,63.74317392,70.33729536,,,,,,,1,km^2,2860,cm^3,2000,December,2001,January,9.852192279,,,7.330069124,,,1.246241564,,,1.681237102,,,0.569369369,,,0.375975976,,,0.390946339,,,0.58371813,,
JD,446,"Cardoso et al., 2008",AH,0,0,0,0,0,1,1,0,0,0,NA,NA,Macrobenthic inverts,Estuarine mudflat,40.13,8.83,Portugal,Yes,"Seagrass restoration, floods",Yes,"1998, 2000",Mean number of samples was used (6 - 10 samples pre site),0,0,0,1,0,Figure 5,eutrophic,8,8,,,70.33729536,65.9412144,,,,,,,1,km^2,2860,cm^3,2001,January,2001,February,7.330069124,,,7.780170974,,,1.681237102,,,1.898777019,,,0.375975976,,,0.336336336,,,0.58371813,,,0.638477919,,
