"CitationID","StudyID","Site","Latitude","Longitude","DepthElevation","Day","Month","Year","Genus","Species","GenusSpecies","Taxa","Organism","ObsEventID","ObsID","RepeatType","Treatment","ScaleValue","ScaleUnits","Driver","BioType","ValueType","Value","SamplingCount"
"Hudson et al. 2007","714_Vis","unrestored",25.026809,-80.366392,NA,NA,9,2006,NA,NA,NA,"coral","scleractinian coral recruits","714_Vis_25.026809_-80.366392_NA_9_2006","714_Vis_25.026809_-80.366392_NA_9_2006_unrestored","permanent","control",1,"m^2","vessel grounding, Hurricane Georges","marine","richness",4,1
"Hudson et al. 2007","714_Vis","reference",25.026809,-80.366392,NA,NA,9,2006,NA,NA,NA,"coral","scleractinian coral recruits","714_Vis_25.026809_-80.366392_NA_9_2006","714_Vis_25.026809_-80.366392_NA_9_2006_reference","permanent","control",1,"m^2","hurricane Georges","marine","richness",5,1
"Song et al. 2012","154_Trwl","bay",36.13446389,120.1871027,NA,NA,3,1998,NA,NA,NA,"Mixed","small jellyfish","154_Trwl_36.13446389_120.1871027_NA_3_1998","154_Trwl_36.13446389_120.1871027_NA_3_1998_bay","permanent","control",0.007522655,"m^3",NA,"marine","richness",23,10
"Tapp et al. 1993","663_Drdg","tees",54.60728223,-1.157808446,NA,NA,9,1990,NA,NA,NA,"Mixed","benthic fauna: polychaetes, molluscs","663_Drdg_54.60728223_-1.157808446_NA_9_1990","663_Drdg_54.60728223_-1.157808446_NA_9_1990_tees","permanent","control",3,"m^2","reduction in Biochemical Oxygen Demand (BOD)","marine","richness",66,30
"Hussin et al. 2012","208_Drdg","high",52.02451246,1.924952223,NA,NA,1,2007,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02451246_1.924952223_NA_1_2007","208_Drdg_52.02451246_1.924952223_NA_1_2007_high","semi-permanent","control",0.1,"m^2","high level of aggregate dredging (>10 h dredging within 100 m in 1995) was stopped","marine","richness",36.36363636,1
"Hussin et al. 2012","208_Drdg","low",52.02698261,1.928694423,NA,NA,1,2007,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02698261_1.928694423_NA_1_2007","208_Drdg_52.02698261_1.928694423_NA_1_2007_low","semi-permanent","control",0.1,"m^2","low level of aggregate dredging (<1 h dredging within 100m block in 1995) was stopped","marine","richness",76.96969697,1
"Hussin et al. 2012","208_Drdg","reference",52.02652934,1.919565362,NA,NA,1,2007,NA,NA,NA,"Mixed","benthic macrofauna - assumed to be sessile + mobile (no species given)","208_Drdg_52.02652934_1.919565362_NA_1_2007","208_Drdg_52.02652934_1.919565362_NA_1_2007_reference","semi-permanent","control",0.1,"m^2",NA,"marine","richness",67.87878788,2
"Burrows et al. 2012","193_Vis","monterey",36.91057086,-122.0835877,NA,NA,8,2006,NA,NA,NA,"marine.mammals","whales, dolphins, porpoises","193_Vis_36.91057086_-122.0835877_NA_8_2006","193_Vis_36.91057086_-122.0835877_NA_8_2006_monterey","permanent","control",126000,"m",NA,"marine","richness",11,14
"Borja et al. 2008","355_Drdg","8",43.271005,-2.929766,NA,NA,10,2003,NA,NA,NA,"Mixed","polychaetes, molluscs, crustaceans","355_Drdg_43.271005_-2.929766_NA_10_2003","355_Drdg_43.271005_-2.929766_NA_10_2003_8","permanent","control",0.1,"m^2","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened","marine","richness",4.26035503,1
"Borja et al. 2008","355_Drdg","6",43.272819,-2.965782,NA,NA,10,2003,NA,NA,NA,"Mixed","polychaetes, molluscs, crustaceans","355_Drdg_43.272819_-2.965782_NA_10_2003","355_Drdg_43.272819_-2.965782_NA_10_2003_6","permanent","control",0.1,"m^2","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened","marine","richness",12.24852071,1
"Borja et al. 2008","355_Drdg","5",43.298168,-2.97561,NA,NA,10,2003,NA,NA,NA,"Mixed","polychaetes, molluscs, crustaceans","355_Drdg_43.298168_-2.97561_NA_10_2003","355_Drdg_43.298168_-2.97561_NA_10_2003_5","permanent","control",0.1,"m^2","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened","marine","richness",25.49969394,1
"Borja et al. 2008","355_Drdg","101",43.319039,-3.00671,NA,NA,10,2003,NA,NA,NA,"Mixed","polychaetes, molluscs, crustaceans","355_Drdg_43.319039_-3.00671_NA_10_2003","355_Drdg_43.319039_-3.00671_NA_10_2003_101","permanent","control",0.1,"m^2","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened","marine","richness",26.64581572,1
"Borja et al. 2008","355_Drdg","102",43.33760766,-3.022310501,NA,NA,10,2003,NA,NA,NA,"Mixed","polychaetes, molluscs, crustaceans","355_Drdg_43.33760766_-3.022310501_NA_10_2003","355_Drdg_43.33760766_-3.022310501_NA_10_2003_102","permanent","control",0.1,"m^2","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened","marine","richness",66.58664413,1
"Borja et al. 2008","355_Drdg","110",43.37779904,-3.075862503,NA,NA,10,2003,NA,NA,NA,"Mixed","polychaetes, molluscs, crustaceans","355_Drdg_43.37779904_-3.075862503_NA_10_2003","355_Drdg_43.37779904_-3.075862503_NA_10_2003_110","permanent","control",0.1,"m^2","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened","marine","richness",47.92899408,1
"Borja et al. 2008","355_Drdg","111",43.3677512,-3.090106082,NA,NA,10,2003,NA,NA,NA,"Mixed","polychaetes, molluscs, crustaceans","355_Drdg_43.3677512_-3.090106082_NA_10_2003","355_Drdg_43.3677512_-3.090106082_NA_10_2003_111","permanent","control",0.1,"m^2","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened","marine","richness",82.5443787,1
"Borja et al. 2008","355_Drdg","106",43.35511962,-3.033700264,NA,NA,10,2003,NA,NA,NA,"Mixed","polychaetes, molluscs, crustaceans","355_Drdg_43.35511962_-3.033700264_NA_10_2003","355_Drdg_43.35511962_-3.033700264_NA_10_2003_106","permanent","control",0.1,"m^2","Land reclamation, outfall diversion, physico-chemical treatment implementation, iron and steel company closed (pollution reduced), biological treatment plant opened","marine","richness",55.38461538,1
"Link et al. 2013","29_Drdg","AG-CC",70.707,-122.939,NA,NA,NA,2009,NA,NA,NA,"Mixed","Mobile and Sessile Infauna","29_Drdg_70.707_-122.939_NA_NA_2009","29_Drdg_70.707_-122.939_NA_NA_2009_AG-CC","permanent","control",0.00157,"m^3",NA,"marine","richness",8,1
"Link et al. 2013","29_Drdg","AG-CW",71.323,-127.606,NA,NA,NA,2009,NA,NA,NA,"Mixed","Mobile and Sessile Infauna","29_Drdg_71.323_-127.606_NA_NA_2009","29_Drdg_71.323_-127.606_NA_NA_2009_AG-CW","permanent","control",0.00157,"m^3",NA,"marine","richness",27,1
"Link et al. 2013","29_Drdg","BB-N",74.786,-74.786,NA,NA,NA,2009,NA,NA,NA,"Mixed","Mobile and Sessile Infauna","29_Drdg_74.786_-74.786_NA_NA_2009","29_Drdg_74.786_-74.786_NA_NA_2009_BB-N","permanent","control",0.00157,"m^3",NA,"marine","richness",16.66666667,1
"Link et al. 2013","29_Drdg","LS-E",74.153,-83.209,NA,NA,NA,2009,NA,NA,NA,"Mixed","Mobile and Sessile Infauna","29_Drdg_74.153_-83.209_NA_NA_2009","29_Drdg_74.153_-83.209_NA_NA_2009_LS-E","permanent","control",0.00157,"m^3",NA,"marine","richness",28.33333333,1
"Link et al. 2013","29_Drdg","LS-W",74.271,-91.248,NA,NA,NA,2009,NA,NA,NA,"Mixed","Mobile and Sessile Infauna","29_Drdg_74.271_-91.248_NA_NA_2009","29_Drdg_74.271_-91.248_NA_NA_2009_LS-W","permanent","control",0.00157,"m^3",NA,"marine","richness",37,1
"Link et al. 2013","29_Drdg","MD-C",70.177,-133.537,NA,NA,NA,2009,NA,NA,NA,"Mixed","Mobile and Sessile Infauna","29_Drdg_70.177_-133.537_NA_NA_2009","29_Drdg_70.177_-133.537_NA_NA_2009_MD-C","permanent","control",0.00157,"m^3",NA,"marine","richness",19.66666667,1
"Link et al. 2013","29_Drdg","MS-C",71.072,-133.876,NA,NA,NA,2009,NA,NA,NA,"Mixed","Mobile and Sessile Infauna","29_Drdg_71.072_-133.876_NA_NA_2009","29_Drdg_71.072_-133.876_NA_NA_2009_MS-C","permanent","control",0.00157,"m^3",NA,"marine","richness",11,1
"Link et al. 2013","29_Drdg","NW-C",76.27,-74.594,NA,NA,NA,2009,NA,NA,NA,"Mixed","Mobile and Sessile Infauna","29_Drdg_76.27_-74.594_NA_NA_2009","29_Drdg_76.27_-74.594_NA_NA_2009_NW-C","permanent","control",0.00157,"m^3",NA,"marine","richness",39.66666667,1
"Link et al. 2013","29_Drdg","NW-E",76.326,-71.215,NA,NA,NA,2009,NA,NA,NA,"Mixed","Mobile and Sessile Infauna","29_Drdg_76.326_-71.215_NA_NA_2009","29_Drdg_76.326_-71.215_NA_NA_2009_NW-E","permanent","control",0.00157,"m^3",NA,"marine","richness",25.66666667,1
"Pranovi et al 2008","441_Drdg","Southern",45.27451,12.245672,NA,NA,NA,1999,NA,NA,NA,"Mixed","all benthic invertebrates","441_Drdg_45.27451_12.245672_NA_NA_1999","441_Drdg_45.27451_12.245672_NA_NA_1999_Southern","semi-permanent","control",1,"m^2","channel excavation, industrial discharges, eutrophication, Manila clam invasion, mechanical clam harvesting","marine","richness",10.52238806,2
"Pranovi et al 2008","441_Drdg","Northern",45.491523,12.385593,NA,NA,NA,2004,NA,NA,NA,"Mixed","all benthic invertebrates","441_Drdg_45.491523_12.385593_NA_NA_2004","441_Drdg_45.491523_12.385593_NA_NA_2004_Northern","semi-permanent","control",1,"m^2","channel excavation, industrial discharges, eutrophication, Manila clam invasion, mechanical clam harvesting","marine","richness",12.01492537,2
"Pranovi et al 2008","441_Drdg","Central",45.396808,12.282585,NA,NA,NA,2001,NA,NA,NA,"Mixed","all benthic invertebrates","441_Drdg_45.396808_12.282585_NA_NA_2001","441_Drdg_45.396808_12.282585_NA_NA_2001_Central","semi-permanent","control",1,"m^2","channel excavation, industrial discharges, eutrophication, Manila clam invasion, mechanical clam harvesting","marine","richness",17.1641791,2
"Kelmo et al. 2013","53_Drdg","Northern Bahia",-12.594627,-37.99918,NA,NA,4,2011,NA,NA,NA,"Mixed","Foraminefera","53_Drdg_-12.594627_-37.99918_NA_4_2011","53_Drdg_-12.594627_-37.99918_NA_4_2011_Northern Bahia","unknown","control",5e-05,"m^3","El Nino in 97-8 but no change in any other year","marine","richness",6.514285714,4
"Birchenough and Frid 2009","340_Drdg","S 1",55.12286683,-1.3315789,NA,NA,4,2001,NA,NA,NA,"Mixed","macrobenthic inverts (e.g. polychaetes, molluscs)","340_Drdg_55.12286683_-1.3315789_NA_4_2001","340_Drdg_55.12286683_-1.3315789_NA_4_2001_S 1","permanent","control",0.1,"m^2","Stopped disposal of sewer sludge the year before the study","marine","richness",40.93333333,1
"Birchenough and Frid 2009","340_Drdg","S 1",55.12286683,-1.3315789,NA,NA,12,2001,NA,NA,NA,"Mixed","macrobenthic inverts (e.g. polychaetes, molluscs)","340_Drdg_55.12286683_-1.3315789_NA_12_2001","340_Drdg_55.12286683_-1.3315789_NA_12_2001_S 1","permanent","control",0.1,"m^2","Stopped disposal of sewer sludge the year before the study","marine","richness",34,1
"Birchenough and Frid 2009","340_Drdg","S 1",55.12286683,-1.3315789,NA,NA,3,2001,NA,NA,NA,"Mixed","macrobenthic inverts (e.g. polychaetes, molluscs)","340_Drdg_55.12286683_-1.3315789_NA_3_2001","340_Drdg_55.12286683_-1.3315789_NA_3_2001_S 1","permanent","control",0.1,"m^2","Stopped disposal of sewer sludge the year before the study","marine","richness",46,1
"Birchenough and Frid 2009","340_Drdg","St 2",55.10704745,-1.3197368,NA,NA,4,2001,NA,NA,NA,"Mixed","macrobenthic inverts (e.g. polychaetes, molluscs)","340_Drdg_55.10704745_-1.3197368_NA_4_2001","340_Drdg_55.10704745_-1.3197368_NA_4_2001_St 2","permanent","control",0.1,"m^2","Stopped disposal of sewer sludge the year before the study","marine","richness",35.86666667,1
"Birchenough and Frid 2009","340_Drdg","St 2",55.10704745,-1.3197368,NA,NA,12,2001,NA,NA,NA,"Mixed","macrobenthic inverts (e.g. polychaetes, molluscs)","340_Drdg_55.10704745_-1.3197368_NA_12_2001","340_Drdg_55.10704745_-1.3197368_NA_12_2001_St 2","permanent","control",0.1,"m^2","Stopped disposal of sewer sludge the year before the study","marine","richness",34.93333333,1
"Birchenough and Frid 2009","340_Drdg","St 2",55.10704745,-1.3197368,NA,NA,3,2001,NA,NA,NA,"Mixed","macrobenthic inverts (e.g. polychaetes, molluscs)","340_Drdg_55.10704745_-1.3197368_NA_3_2001","340_Drdg_55.10704745_-1.3197368_NA_3_2001_St 2","permanent","control",0.1,"m^2","Stopped disposal of sewer sludge the year before the study","marine","richness",38,1
"Birchenough and Frid 2009","340_Drdg","St 5",55.04458732,-1.264473,NA,NA,4,2001,NA,NA,NA,"Mixed","macrobenthic inverts (e.g. polychaetes, molluscs)","340_Drdg_55.04458732_-1.264473_NA_4_2001","340_Drdg_55.04458732_-1.264473_NA_4_2001_St 5","permanent","control",0.1,"m^2","Stopped disposal of sewer sludge the year before the study","marine","richness",45.73333333,1
"Birchenough and Frid 2009","340_Drdg","St 5",55.04458732,-1.264473,NA,NA,12,2001,NA,NA,NA,"Mixed","macrobenthic inverts (e.g. polychaetes, molluscs)","340_Drdg_55.04458732_-1.264473_NA_12_2001","340_Drdg_55.04458732_-1.264473_NA_12_2001_St 5","permanent","control",0.1,"m^2","Stopped disposal of sewer sludge the year before the study","marine","richness",30.8,1
"Birchenough and Frid 2009","340_Drdg","St 5",55.04458732,-1.264473,NA,NA,3,2001,NA,NA,NA,"Mixed","macrobenthic inverts (e.g. polychaetes, molluscs)","340_Drdg_55.04458732_-1.264473_NA_3_2001","340_Drdg_55.04458732_-1.264473_NA_3_2001_St 5","permanent","control",0.1,"m^2","Stopped disposal of sewer sludge the year before the study","marine","richness",21.86666667,1
"Birchenough and Frid 2009","340_Drdg","St 7",55.0213118,-1.236842,NA,NA,4,2001,NA,NA,NA,"Mixed","macrobenthic inverts (e.g. polychaetes, molluscs)","340_Drdg_55.0213118_-1.236842_NA_4_2001","340_Drdg_55.0213118_-1.236842_NA_4_2001_St 7","permanent","control",0.1,"m^2","Stopped disposal of sewer sludge the year before the study","marine","richness",36.93333333,1
"Birchenough and Frid 2009","340_Drdg","St 7",55.0213118,-1.236842,NA,NA,12,2001,NA,NA,NA,"Mixed","macrobenthic inverts (e.g. polychaetes, molluscs)","340_Drdg_55.0213118_-1.236842_NA_12_2001","340_Drdg_55.0213118_-1.236842_NA_12_2001_St 7","permanent","control",0.1,"m^2","Stopped disposal of sewer sludge the year before the study","marine","richness",34.66666667,1
"Birchenough and Frid 2009","340_Drdg","St 7",55.0213118,-1.236842,NA,NA,3,2001,NA,NA,NA,"Mixed","macrobenthic inverts (e.g. polychaetes, molluscs)","340_Drdg_55.0213118_-1.236842_NA_3_2001","340_Drdg_55.0213118_-1.236842_NA_3_2001_St 7","permanent","control",0.1,"m^2","Stopped disposal of sewer sludge the year before the study","marine","richness",26.93333333,1
"Kraan et al 2007","463_Drdg","Dredged",53.248719,5.430221,NA,NA,NA,2002,NA,NA,NA,"Mixed","All types of macrozoobenthic animals","463_Drdg_53.248719_5.430221_NA_NA_2002","463_Drdg_53.248719_5.430221_NA_NA_2002_Dredged","semi-permanent","control",0.018,"m^2","Dredging","marine","richness",5,5
"Maliao et al 2008","422_Vis","Jaap",24.58874459,-81.54978355,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.58874459_-81.54978355_NA_NA_2000","422_Vis_24.58874459_-81.54978355_NA_NA_2000_Jaap","permanent","control",44,"m^2",NA,"marine","richness",10.17699115,1
"Maliao et al 2008","422_Vis","Jaap",24.58874459,-81.54978355,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.58874459_-81.54978355_NA_NA_2000","422_Vis_24.58874459_-81.54978355_NA_NA_2000_Jaap","permanent","control",44,"m^2",NA,"marine","richness",10.17699115,1
"Maliao et al 2008","422_Vis","Looe",24.56709957,-81.45454545,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.56709957_-81.45454545_NA_NA_2000","422_Vis_24.56709957_-81.45454545_NA_NA_2000_Looe","permanent","control",44,"m^2",NA,"marine","richness",20.26548673,1
"Maliao et al 2008","422_Vis","Looe",24.56709957,-81.45454545,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.56709957_-81.45454545_NA_NA_2000","422_Vis_24.56709957_-81.45454545_NA_NA_2000_Looe","permanent","control",44,"m^2",NA,"marine","richness",20.26548673,1
"Maliao et al 2008","422_Vis","Rock",24.4978355,-81.83549784,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.4978355_-81.83549784_NA_NA_2000","422_Vis_24.4978355_-81.83549784_NA_NA_2000_Rock","permanent","control",44,"m^2",NA,"marine","richness",14.15929204,1
"Maliao et al 2008","422_Vis","Rock",24.4978355,-81.83549784,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.4978355_-81.83549784_NA_NA_2000","422_Vis_24.4978355_-81.83549784_NA_NA_2000_Rock","permanent","control",44,"m^2",NA,"marine","richness",14.15929204,1
"Maliao et al 2008","422_Vis","Sambo",24.52813853,-81.70995671,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.52813853_-81.70995671_NA_NA_2000","422_Vis_24.52813853_-81.70995671_NA_NA_2000_Sambo","permanent","control",44,"m^2",NA,"marine","richness",21.32743363,1
"Maliao et al 2008","422_Vis","Sambo",24.52813853,-81.70995671,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.52813853_-81.70995671_NA_NA_2000","422_Vis_24.52813853_-81.70995671_NA_NA_2000_Sambo","permanent","control",44,"m^2",NA,"marine","richness",21.32743363,1
"Maliao et al 2008","422_Vis","Sand",24.52380952,-81.87878788,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.52380952_-81.87878788_NA_NA_2000","422_Vis_24.52380952_-81.87878788_NA_NA_2000_Sand","permanent","control",44,"m^2",NA,"marine","richness",20.26548673,1
"Maliao et al 2008","422_Vis","Sand",24.52380952,-81.87878788,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.52380952_-81.87878788_NA_NA_2000","422_Vis_24.52380952_-81.87878788_NA_NA_2000_Sand","permanent","control",44,"m^2",NA,"marine","richness",20.26548673,1
"Maliao et al 2008","422_Vis","Smith",24.55844156,-81.92640693,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.55844156_-81.92640693_NA_NA_2000","422_Vis_24.55844156_-81.92640693_NA_NA_2000_Smith","permanent","control",44,"m^2",NA,"marine","richness",14.24778761,1
"Maliao et al 2008","422_Vis","Smith",24.55844156,-81.92640693,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.55844156_-81.92640693_NA_NA_2000","422_Vis_24.55844156_-81.92640693_NA_NA_2000_Smith","permanent","control",44,"m^2",NA,"marine","richness",14.24778761,1
"Maliao et al 2008","422_Vis","West",24.52813853,-81.58008658,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.52813853_-81.58008658_NA_NA_2000","422_Vis_24.52813853_-81.58008658_NA_NA_2000_West","permanent","control",44,"m^2",NA,"marine","richness",17.25663717,1
"Maliao et al 2008","422_Vis","West",24.52813853,-81.58008658,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.52813853_-81.58008658_NA_NA_2000","422_Vis_24.52813853_-81.58008658_NA_NA_2000_West","permanent","control",44,"m^2",NA,"marine","richness",17.25663717,1
"Maliao et al 2008","422_Vis","Western",24.53246753,-81.8008658,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.53246753_-81.8008658_NA_NA_2000","422_Vis_24.53246753_-81.8008658_NA_NA_2000_Western","permanent","control",44,"m^2",NA,"marine","richness",27.43362832,1
"Maliao et al 2008","422_Vis","Western",24.53246753,-81.8008658,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.53246753_-81.8008658_NA_NA_2000","422_Vis_24.53246753_-81.8008658_NA_NA_2000_Western","permanent","control",44,"m^2",NA,"marine","richness",27.43362832,1
"Maliao et al 2008","422_Vis","Alligator",24.87445887,-80.63203463,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.87445887_-80.63203463_NA_NA_2000","422_Vis_24.87445887_-80.63203463_NA_NA_2000_Alligator","permanent","control",44,"m^2",NA,"marine","richness",12.12389381,1
"Maliao et al 2008","422_Vis","Alligator",24.87445887,-80.63203463,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.87445887_-80.63203463_NA_NA_2000","422_Vis_24.87445887_-80.63203463_NA_NA_2000_Alligator","permanent","control",44,"m^2",NA,"marine","richness",12.12389381,1
"Maliao et al 2008","422_Vis","Dustan",24.70995671,-80.995671,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.70995671_-80.995671_NA_NA_2000","422_Vis_24.70995671_-80.995671_NA_NA_2000_Dustan","permanent","control",44,"m^2",NA,"marine","richness",15.22123894,1
"Maliao et al 2008","422_Vis","Dustan",24.70995671,-80.995671,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.70995671_-80.995671_NA_NA_2000","422_Vis_24.70995671_-80.995671_NA_NA_2000_Dustan","permanent","control",44,"m^2",NA,"marine","richness",15.22123894,1
"Maliao et al 2008","422_Vis","Long",24.8008658,-80.80952381,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.8008658_-80.80952381_NA_NA_2000","422_Vis_24.8008658_-80.80952381_NA_NA_2000_Long","permanent","control",44,"m^2",NA,"marine","richness",11.15044248,1
"Maliao et al 2008","422_Vis","Long",24.8008658,-80.80952381,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.8008658_-80.80952381_NA_NA_2000","422_Vis_24.8008658_-80.80952381_NA_NA_2000_Long","permanent","control",44,"m^2",NA,"marine","richness",11.15044248,1
"Maliao et al 2008","422_Vis","Sombrero",24.66666667,-81.1038961,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.66666667_-81.1038961_NA_NA_2000","422_Vis_24.66666667_-81.1038961_NA_NA_2000_Sombrero","permanent","control",44,"m^2",NA,"marine","richness",14.24778761,1
"Maliao et al 2008","422_Vis","Sombrero",24.66666667,-81.1038961,NA,NA,NA,2000,NA,NA,NA,"coral","all corals","422_Vis_24.66666667_-81.1038961_NA_NA_2000","422_Vis_24.66666667_-81.1038961_NA_NA_2000_Sombrero","permanent","control",44,"m^2",NA,"marine","richness",14.24778761,1
